,gtfs_stop_id,gtfs_route_id,gtfs_ZDEr_ID_REF_A,gtfs_dest_name,gtfs_stop_name,osm_stop_id,osm_osm:ref:FR:STIF:ExternalCode_Line,osm_osm:ref:FR:STIF,osm_destination,osm_name
20593,StopPoint:59:7153132,100987768:N22,37469,CHATELET,MARCHE DES GRAVILLIERS,StopPoint:Node:698594215,100987768:N22,37469,Châtelet,Marché des Gravilliers
20596,StopPoint:59:7153146,100987768:N22,413125,CHATELET,CAROLINE AIGLE,StopPoint:Node:4602492273,100987768:N22,413125,Châtelet,Caroline Aigle
20599,StopPoint:59:7153148,100987768:N22,8295,CHATELET,S.E.N.I.A.,StopPoint:Node:1564043895,100987768:N22,8295,Châtelet,S.E.N.I.A.
20601,StopPoint:59:7153152,100987768:N22,27280,CHATELET,CIMETIERE PARISIEN DE THIAIS,StopPoint:Node:4987975419,100987768:N22,27280,Châtelet,Cimetière Parisien de Thiais
20603,StopPoint:59:7153153,100987768:N22,37477,CHATELET,BRETAGNE,StopPoint:Node:5632362298,100987768:N22,37477,Châtelet,Bretagne
20605,StopPoint:59:7153155,100987768:N22,39784,CHATELET,ECOLE DEPARTEMENTALE,StopPoint:Node:5632362296,100987768:N22,39784,Châtelet,École Departementale
20607,StopPoint:59:7153156,100987768:N22,37474,CHATELET,DOMAINE CHERIOUX,StopPoint:Node:4980045396,100987768:N22,37474,Châtelet,Domaine Chérioux
20609,StopPoint:59:7266017,100987768:N22,27439,MARCHE DE JUVISY,MARX DORMOY,StopPoint:Node:2287816305,100987768:N22,27439,Marché de Juvisy,Marx Dormoy
20610,StopPoint:59:7266018,100987768:N22,35885,MARCHE DE JUVISY,MARCHE DES GRAVILLIERS,StopPoint:Node:698594216,100987768:N22,35885,Marché de Juvisy,Marché des Gravilliers
20611,StopPoint:59:7266034,100987768:N22,29863,MARCHE DE JUVISY,PORTE DE L'ESSONNE,StopPoint:Node:5290370117,100987768:N22,29863,Marché de Juvisy,Porte de l'Essonne
20612,StopPoint:59:7266040,100987768:N22,35887,MARCHE DE JUVISY,ARISTIDE BRIAND,StopPoint:Node:5632362526,100987768:N22,35887,Marché de Juvisy,Aristide Briand
20613,StopPoint:59:7266053,100987768:N22,37468,CHATELET,PYRAMIDE DE JUVISY,StopPoint:Node:695117996,100987768:N22,37468,Châtelet,Pyramide de Juvisy
20616,StopPoint:59:7266057,100987768:N22,8290,CHATELET,ARISTIDE BRIAND,StopPoint:Node:2287795288,100987768:N22,8290,Châtelet,Aristide Briand
20619,StopPoint:59:3442440,100987769:N63,26612,GARE MONTPARNASSE,LOSSERAND - MAINE,StopPoint:Node:765981209,100987769:N63,26612,Gare Montparnasse,Losserand - Maine
20620,StopPoint:59:3764447,100987769:N63,26609,MASSY-PALAISEAU RER,MONTPARNASSE 2 - GARE TGV,StopPoint:Node:983637964,100987769:N63,26609,Massy-Palaiseau,Jean Zay–Maine
20622,StopPoint:59:3909010,100987769:N63,23156,GARE MONTPARNASSE,BOULEVARD DE LA REPUBLIQUE,StopPoint:Node:5339594321,100987769:N63,23156,Gare Montparnasse,Boulevard de la République
20624,StopPoint:59:3909020,100987769:N63,24541,MASSY-PALAISEAU RER,CIMETIERE DE FONTENAY-AUX-ROSES,StopPoint:Node:5339593517,100987769:N63,24541,Massy-Palaiseau,Cimetière
20626,StopPoint:59:3909021,100987769:N63,29764,MASSY-PALAISEAU RER,THEATRE DES SOURCES,StopPoint:Node:5339593516,100987769:N63,29764,Massy-Palaiseau,Théâtre des Sources
20628,StopPoint:59:5121955,100987769:N63,12237,MASSY-PALAISEAU RER,LES ANTES,StopPoint:Node:769817974,100987769:N63,12237,Massy-Palaiseau,Les Antes
20629,StopPoint:59:5121958,100987769:N63,420455,MASSY-PALAISEAU RER,FACULTE DE PHARMACIE,StopPoint:Node:1867443758,100987769:N63,420455,Massy-Palaiseau,Faculté de Pharmacie
20630,StopPoint:59:5121960,100987769:N63,8183,MASSY-PALAISEAU RER,PRESIDENT ALLENDE,StopPoint:Node:1867481852,100987769:N63,8183,Massy-Palaiseau,Président Allende
20631,StopPoint:59:5121970,100987769:N63,40436,MASSY-PALAISEAU RER,PROFESSEUR EINSTEIN,StopPoint:Node:1922107292,100987769:N63,40436,Massy-Palaiseau,Professeur Einstein
20632,StopPoint:59:5121974,100987769:N63,37052,GARE MONTPARNASSE,AUGUSTIN CLAUDE,StopPoint:Node:3524335193,100987769:N63,37052,Gare Montparnasse,Augustin Claude
20634,StopPoint:59:5121975,100987769:N63,37053,MASSY-PALAISEAU RER,AUGUSTIN CLAUDE,StopPoint:Node:3524334692,100987769:N63,37053,Massy-Palaiseau,Augustin Claude
20635,StopPoint:59:5121977,100987769:N63,37051,MASSY-PALAISEAU RER,BOULEVARD DE LA REPUBLIQUE,StopPoint:Node:3524346327,100987769:N63,37051,Massy-Palaiseau,Boulevard de la République
20636,StopPoint:59:5121978,100987769:N63,23157,GARE MONTPARNASSE,THEATRE DES SOURCES,StopPoint:Node:3524346325,100987769:N63,23157,Gare Montparnasse,Théâtre des Sources
20638,StopPoint:59:5121980,100987769:N63,24540,GARE MONTPARNASSE,CIMETIERE DE FONTENAY-AUX-ROSES,StopPoint:Node:3524346328,100987769:N63,24540,Gare Montparnasse,Cimetière
20639,StopPoint:59:5121989,100987769:N63,42032,GARE MONTPARNASSE,RUE ETIENNE DOLET,StopPoint:Node:3585514895,100987769:N63,42032,Gare Montparnasse,Rue Étienne Dolet
20640,StopPoint:59:5121990,100987769:N63,42033,MASSY-PALAISEAU RER,RUE ETIENNE DOLET,StopPoint:Node:3517045500,100987769:N63,42033,Massy-Palaiseau,Rue Étienne Dolet
20642,StopPoint:59:5138012,100987769:N63,28241,GARE MONTPARNASSE,REPUBLIQUE - LIBERTE,StopPoint:Node:2899578901,100987769:N63,28241,Gare Montparnasse,République - Liberté
20643,StopPoint:59:5221748,100987769:N63,35815,MASSY-PALAISEAU RER,CHATILLON-MONTROUGE,StopPoint:Node:2679137937,100987769:N63,35815,Massy-Palaiseau,Châtillon - Montrouge
20645,StopPoint:59:5221749,100987769:N63,35814,GARE MONTPARNASSE,CHATILLON-MONTROUGE,StopPoint:Node:5339115896,100987769:N63,35814,Gare Montparnasse,Châtillon-Montrouge
20646,StopPoint:59:5976642,100987769:N63,28609,GARE MONTPARNASSE,CARREFOUR DES MOUILLEBOEUFS,StopPoint:Node:5339593500,100987769:N63,28609,Gare Montparnasse,Carrefour des Mouilleboeufs
20648,StopPoint:59:5976687,100987769:N63,421729,GARE MONTPARNASSE,PIERRE SEMARD - CHATILLON-MONTROUGE,StopPoint:Node:2787334580,100987769:N63,421729,Gare Montparnasse,Pierre Semard - Châtillon-Montrouge
20649,StopPoint:59:5976689,100987769:N63,28607,MASSY-PALAISEAU RER,PIERRE SEMARD,StopPoint:Node:2787334582,100987769:N63,28607,Massy-Palaiseau,Pierre Semard - Châtillon-Montrouge
20651,StopPoint:59:5976690,100987769:N63,22447,MASSY-PALAISEAU RER,REPUBLIQUE - DEFORGES,StopPoint:Node:2903926888,100987769:N63,22447,Massy-Palaiseau,République – Deforges
20653,StopPoint:59:5976691,100987769:N63,24665,GARE MONTPARNASSE,REPUBLIQUE - DEFORGES,StopPoint:Node:2903926887,100987769:N63,24665,Gare Montparnasse,République – Deforges
20654,StopPoint:59:5976695,100987769:N63,23153,GARE MONTPARNASSE,LIBERTE,StopPoint:Node:1428936696,100987769:N63,23153,Gare Montparnasse,Liberté
20655,StopPoint:59:3740316,100987770:N53,29453,NANTERRE - ANATOLE FRANCE,CHARLES DE GAULLE - ETOILE - KLEBER,StopPoint:Node:936923996,100987770:N53,29453,Nanterre - Université RER,Charles de Gaulle - Étoile - Kléber
20656,StopPoint:59:3740317,100987770:N53,28003,GARE SAINT-LAZARE,CHARLES DE GAULLE - ETOILE - KLEBER,StopPoint:Node:936925461,100987770:N53,28003,Gare Saint-Lazare,Charles de Gaulle - Étoile - Kléber
20657,StopPoint:59:3740318,100987770:N53,22805,NANTERRE - ANATOLE FRANCE,KLEBER - PAUL VALERY,StopPoint:Node:1987166808,100987770:N53,22805,Nanterre - Université RER,Kléber - Paul Valéry
20658,StopPoint:59:4024276,100987770:N53,28531,NANTERRE - ANATOLE FRANCE,PLACE DE LA PAIX,StopPoint:Node:441597479,100987770:N53,28531,Nanterre - Université RER,Place de la Paix
20659,StopPoint:59:4024584,100987770:N53,27296,NANTERRE - ANATOLE FRANCE,LE GUE,StopPoint:Node:1361276966,100987770:N53,27296,Nanterre - Université RER,Le Gué
20660,StopPoint:59:4024901,100987770:N53,28534,NANTERRE - ANATOLE FRANCE,VAL D'OR,StopPoint:Node:1191784559,100987770:N53,28534,Nanterre - Université RER,Val d'Or
20661,StopPoint:59:5251787,100987770:N53,36770,NANTERRE - ANATOLE FRANCE,HOPITAL STELL,StopPoint:Node:1361276954,100987770:N53,36770,Nanterre - Université RER,Hôpital Stell
20662,StopPoint:59:5761339,100987770:N53,26091,NANTERRE - ANATOLE FRANCE,RUE DES BOURETS - PONT DE SURESNES,StopPoint:Node:2405461568,100987770:N53,26091,Nanterre - Université RER,Rue des Bourets – Pont de Suresnes
20664,StopPoint:59:6217415,100987770:N53,28984,GARE SAINT-LAZARE,GARE SAINT-LAZARE,StopPoint:Node:817244408,100987770:N53,28984,Gare Saint-Lazare,Gare Saint-Lazare
20665,StopPoint:59:6217415,100987770:N53,28984,NANTERRE - ANATOLE FRANCE,GARE SAINT-LAZARE,StopPoint:Node:817244408,100987770:N53,28984,Nanterre - Université RER,Gare Saint-Lazare
20667,StopPoint:59:3620242,100987771:N71,7769,VAL DE FONTENAY RER,CHOISY-LE-ROI RER,StopPoint:Node:383554390,100987771:N71,7769,Val de Fontenay RER,Choisy-le-Roi RER
20668,StopPoint:59:3620243,100987771:N71,36936,MARCHE INTERNATIONAL DE RUNGIS,CHOISY-LE-ROI RER,StopPoint:Node:383554389,100987771:N71,36936,Marché International de Rungis,Choisy-le-Roi RER
20669,StopPoint:59:3620244,100987771:N71,8366,VAL DE FONTENAY RER,PASTEUR,StopPoint:Node:294082536,100987771:N71,8366,Val de Fontenay RER,Pasteur
20670,StopPoint:59:3620245,100987771:N71,26536,MARCHE INTERNATIONAL DE RUNGIS,PASTEUR,StopPoint:Node:383550909,100987771:N71,26536,Marché International de Rungis,Pasteur
20671,StopPoint:59:3620246,100987771:N71,22780,VAL DE FONTENAY RER,MARCELLIN BERTHELOT,StopPoint:Node:383550910,100987771:N71,22780,Val de Fontenay RER,Marcellin Berthelot
20672,StopPoint:59:3620247,100987771:N71,36934,MARCHE INTERNATIONAL DE RUNGIS,MARCELLIN BERTHELOT,StopPoint:Node:294082534,100987771:N71,36934,Marché International de Rungis,Marcellin Berthelot
20673,StopPoint:59:3686349,100987771:N71,36131,VAL DE FONTENAY RER,RENE PANHARD,StopPoint:Node:294082543,100987771:N71,36131,Val de Fontenay RER,René Panhard
20674,StopPoint:59:3686421,100987771:N71,26535,MARCHE INTERNATIONAL DE RUNGIS,ROUGET DE LISLE,StopPoint:Node:383554392,100987771:N71,26535,Marché International de Rungis,Rouget de Lisle
20675,StopPoint:59:3686422,100987771:N71,42053,VAL DE FONTENAY RER,ROUGET DE LISLE,StopPoint:Node:2365326740,100987771:N71,42053,Val de Fontenay RER,Rouget de Lisle
20676,StopPoint:59:3730059,100987771:N71,22779,VAL DE FONTENAY RER,MARCHE INTERNATIONAL DE RUNGIS,StopPoint:Node:2814951491,100987771:N71,22779,Val de Fontenay RER,Marché International de Rungis
20677,StopPoint:59:3730060,100987771:N71,22778,MARCHE INTERNATIONAL DE RUNGIS,MARCHE INTERNATIONAL DE RUNGIS,StopPoint:Node:3516281706,100987771:N71,22778,Marché International de Rungis,Marché International de Rungis
20678,StopPoint:59:3730099,100987771:N71,7784,VAL DE FONTENAY RER,PONT DE CRETEIL,StopPoint:Node:2072387048,100987771:N71,7784,Val de Fontenay RER,Pont de Créteil
20679,StopPoint:59:3730100,100987771:N71,27588,MARCHE INTERNATIONAL DE RUNGIS,PONT DE CRETEIL,StopPoint:Node:313918103,100987771:N71,27588,Marché International de Rungis,Pont de Créteil
20680,StopPoint:59:4314844,100987771:N71,37473,MARCHE INTERNATIONAL DE RUNGIS,PORTE DE THIAIS,StopPoint:Node:5406873966,100987771:N71,37473,Marché International de Rungis,Porte de Thiais
20681,StopPoint:59:4314845,100987771:N71,42044,VAL DE FONTENAY RER,PORTE DE THIAIS,StopPoint:Node:5230906359,100987771:N71,42044,Val de Fontenay RER,Porte de Thiais
20682,StopPoint:59:7153096,100987771:N71,9387,MARCHE INTERNATIONAL DE RUNGIS,LE COR DE CHASSE,StopPoint:Node:5249965287,100987771:N71,9387,Marché International de Rungis,Le Cor de Chasse
20683,StopPoint:59:7275688,100987771:N71,36939,VAL DE FONTENAY RER,LE COR DE CHASSE,StopPoint:Node:2072387041,100987771:N71,36939,Val de Fontenay RER,Le Cor de Chasse
20684,StopPoint:59:7275690,100987771:N71,36941,VAL DE FONTENAY RER,LA BELLE EPINE,StopPoint:Node:5406873958,100987771:N71,36941,Val de Fontenay RER,La Belle Épine
20685,StopPoint:59:7275691,100987771:N71,36942,MARCHE INTERNATIONAL DE RUNGIS,LA BELLE EPINE,StopPoint:Node:5406873963,100987771:N71,36942,Marché International de Rungis,La Belle Épine
20686,StopPoint:59:7275692,100987771:N71,8307,VAL DE FONTENAY RER,ALOUETTES,StopPoint:Node:5406873957,100987771:N71,8307,Val de Fontenay RER,Alouettes
20687,StopPoint:59:7275693,100987771:N71,29788,MARCHE INTERNATIONAL DE RUNGIS,ALOUETTES,StopPoint:Node:5406873962,100987771:N71,29788,Marché International de Rungis,Alouettes
20688,StopPoint:59:7275694,100987771:N71,22784,VAL DE FONTENAY RER,CARREFOUR DE LA RESISTANCE,StopPoint:Node:2321831515,100987771:N71,22784,Val de Fontenay RER,Tvm Carrefour de la Résistance RATP
20689,StopPoint:59:7275695,100987771:N71,26541,MARCHE INTERNATIONAL DE RUNGIS,CARREFOUR DE LA RESISTANCE,StopPoint:Node:2321831521,100987771:N71,26541,Marché International de Rungis,Tvm Carrefour de la Résistance RATP
20690,StopPoint:59:7275696,100987771:N71,36940,VAL DE FONTENAY RER,VICTOR BASCH,StopPoint:Node:383559585,100987771:N71,36940,Val de Fontenay RER,Victor Basch
20691,StopPoint:59:7275697,100987771:N71,21704,MARCHE INTERNATIONAL DE RUNGIS,VICTOR BASCH,StopPoint:Node:383559581,100987771:N71,21704,Marché International de Rungis,Victor Basch
20692,StopPoint:59:7275698,100987771:N71,36133,VAL DE FONTENAY RER,GEORGES HALGOULT,StopPoint:Node:383554395,100987771:N71,36133,Val de Fontenay RER,Georges Halgoult
20693,StopPoint:59:7275699,100987771:N71,26540,MARCHE INTERNATIONAL DE RUNGIS,GEORGES HALGOULT,StopPoint:Node:383554396,100987771:N71,26540,Marché International de Rungis,Georges Halgoult
20694,StopPoint:59:7275709,100987771:N71,29787,VAL DE FONTENAY RER,PARC INTERDEPARTEMENTAL DES SPORTS,StopPoint:Node:383550912,100987771:N71,29787,Val de Fontenay RER,Parc Interdépartemental des Sports
20695,StopPoint:59:7275710,100987771:N71,26538,MARCHE INTERNATIONAL DE RUNGIS,PARC INTERDEPARTEMENTAL DES SPORTS,StopPoint:Node:383550911,100987771:N71,26538,Marché International de Rungis,Parc Interdépartemental des Sports
20696,StopPoint:59:7275711,100987771:N71,8367,VAL DE FONTENAY RER,POMPADOUR,StopPoint:Node:383594918,100987771:N71,8367,Val de Fontenay RER,Créteil-Pompadour RER
20697,StopPoint:59:7275712,100987771:N71,22781,MARCHE INTERNATIONAL DE RUNGIS,POMPADOUR,StopPoint:Node:294082533,100987771:N71,22781,Marché International de Rungis,Créteil-Pompadour RER
20698,StopPoint:59:7275713,100987771:N71,8451,VAL DE FONTENAY RER,BASE DE LOISIRS DE CRETEIL,StopPoint:Node:387899939,100987771:N71,8451,Val de Fontenay RER,Base de Loisirs de Creteil
20699,StopPoint:59:7275714,100987771:N71,27064,MARCHE INTERNATIONAL DE RUNGIS,BASE DE LOISIRS DE CRETEIL,StopPoint:Node:387899940,100987771:N71,27064,Marché International de Rungis,Base de Loisirs de Créteil
20700,StopPoint:59:7275715,100987771:N71,42054,VAL DE FONTENAY RER,PREFECTURE DU VAL-DE-MARNE,StopPoint:Node:387899937,100987771:N71,42054,Val de Fontenay RER,Préfecture du Val-de-Marne
20701,StopPoint:59:7275716,100987771:N71,30022,MARCHE INTERNATIONAL DE RUNGIS,PREFECTURE DU VAL-DE-MARNE,StopPoint:Node:387899938,100987771:N71,30022,Marché International de Rungis,Préfecture du Val-de-Marne
20702,StopPoint:59:7275717,100987771:N71,27065,VAL DE FONTENAY RER,LA HAYE AUX MOINES,StopPoint:Node:387899941,100987771:N71,27065,Val de Fontenay RER,La Haye aux Moines
20703,StopPoint:59:7275718,100987771:N71,27066,MARCHE INTERNATIONAL DE RUNGIS,LA HAYE AUX MOINES,StopPoint:Node:387899942,100987771:N71,27066,Marché International de Rungis,La Haye aux Moines
20704,StopPoint:59:7275719,100987771:N71,36938,VAL DE FONTENAY RER,CRETEIL - UNIVERSITE-METRO,StopPoint:Node:4004454122,100987771:N71,36938,Val de Fontenay RER,Créteil Université
20705,StopPoint:59:7275720,100987771:N71,22782,MARCHE INTERNATIONAL DE RUNGIS,CRETEIL - UNIVERSITE-METRO,StopPoint:Node:4004454123,100987771:N71,22782,Marché International de Rungis,Créteil Université
20706,StopPoint:59:7275721,100987771:N71,36937,VAL DE FONTENAY RER,EGLISE DE CRETEIL,StopPoint:Node:387899931,100987771:N71,36937,Val de Fontenay RER,Église de Créteil
20707,StopPoint:59:7275722,100987771:N71,26539,MARCHE INTERNATIONAL DE RUNGIS,EGLISE DE CRETEIL,StopPoint:Node:330853541,100987771:N71,26539,Marché International de Rungis,Église de Créteil
20708,StopPoint:59:7275723,100987771:N71,427998,VAL DE FONTENAY RER,HOPITAL INTERCOMMUNAL,StopPoint:Node:273412963,100987771:N71,427998,Val de Fontenay RER,Hôpital Intercommunal
20709,StopPoint:59:7275724,100987771:N71,25897,MARCHE INTERNATIONAL DE RUNGIS,HOPITAL INTERCOMMUNAL,StopPoint:Node:387899929,100987771:N71,25897,Marché International de Rungis,Hôpital Intercommunal
20710,StopPoint:59:7275769,100987771:N71,26537,MARCHE INTERNATIONAL DE RUNGIS,RENE PANHARD,StopPoint:Node:383554393,100987771:N71,26537,Marché International de Rungis,René Panhard
20711,StopPoint:59:3740294,100987772:N41,39738,VILLEPARISIS - MITRY-LE-NEUF RER,GARE DE L'EST,StopPoint:Node:2549984382,100987772:N41,39738,Villeparisis - Mitry-le-Neuf RER,Gare de l'Est
20713,StopPoint:59:3749760,100987772:N41,26259,GARE DE L'EST,JAURES,StopPoint:Node:4924860722,100987772:N41,26259,Gare de l'Est,Jaurès
20714,StopPoint:59:3749761,100987772:N41,26263,VILLEPARISIS - MITRY-LE-NEUF RER,JAURES,StopPoint:Node:1489177494,100987772:N41,26263,Villeparisis - Mitry-le-Neuf RER,Jaurès
20716,StopPoint:59:5747213,100987772:N41,2242,GARE DE L'EST,CENTRE NATIONAL DE LA DANSE,StopPoint:Node:2025432165,100987772:N41,2242,Gare de l'Est,Centre National de la Danse
20717,StopPoint:59:6682470,100987772:N41,413017,GARE DE L'EST,PANTIN RER - MAIRIE,StopPoint:Node:933859832,100987772:N41,413017,Gare de l'Est,Pantin RER - Mairie
20718,StopPoint:59:6682471,100987772:N41,28278,VILLEPARISIS - MITRY-LE-NEUF RER,PANTIN RER - MAIRIE,StopPoint:Node:5047324907,100987772:N41,28278,Villeparisis - Mitry-le-Neuf RER,Pantin RER - Mairie
20721,StopPoint:59:3813085,100987773:N35,421409,NOGENT-LE-PERREUX RER,GARE DE LYON,StopPoint:Node:2481752360,100987773:N35,421409,Nogent - Le Perreux RER,Gare de Lyon
20723,StopPoint:59:3926298,100987773:N35,22494,NOGENT-LE-PERREUX RER,GARE DE LYON - DIDEROT,StopPoint:Node:3779614259,100987773:N35,22494,Nogent - Le Perreux RER,Gare de Lyon - Diderot
20726,StopPoint:59:4035992,100987773:N35,22801,NOGENT-LE-PERREUX RER,GARE DE LYON - DIDEROT.,StopPoint:Node:4874044421,100987773:N35,22801,Nogent - Le Perreux RER,Gare de Lyon - Diderot
20727,StopPoint:59:4035988,100987773:N35,39798,GARE DE LYON - DIDEROT,GARE DE LYON,StopPoint:Node:4107740108,100987773:N35,39798,Gare de Lyon,Gare de Lyon
20909,StopPoint:59:3672106,100987780:N11,36631,CHATEAU DE VINCENNES,PYRENEES - DOCTEUR NETTER,StopPoint:Node:1517305313,100987780:N11,36631,Château de Vincennes,Pyrénées - Docteur Netter
20910,StopPoint:59:3672107,100987780:N11,28372,CHATEAU DE VINCENNES,PORTE DE VINCENNES,StopPoint:Node:1426853557,100987780:N11,28372,Château de Vincennes,Porte de Vincennes
20911,StopPoint:59:3672168,100987780:N11,36503,PONT DE NEUILLY-METRO,PYRENEES - DOCTEUR NETTER,StopPoint:Node:2070436059,100987780:N11,36503,Pont de Neuilly,Pyrénées - Docteur Netter
20912,StopPoint:59:3687078,100987780:N11,22636,PONT DE NEUILLY-METRO,BASTILLE - RUE SAINT-ANTOINE,StopPoint:Node:704094879,100987780:N11,22636,Pont de Neuilly,Bastille - Rue Saint-Antoine
20913,StopPoint:59:3687079,100987780:N11,26174,CHATEAU DE VINCENNES,BASTILLE - RUE SAINT-ANTOINE,StopPoint:Node:2881639268,100987780:N11,26174,Château de Vincennes,Bastille - Rue Saint-Antoine
20914,StopPoint:59:3687079,100987780:N11,26174,CHATEAU DE VINCENNES,BASTILLE - RUE SAINT-ANTOINE,StopPoint:Node:2881639267,100987780:N11,26174,Château de Vincennes,Bastille - Rue Saint-Antoine
20915,StopPoint:59:3687080,100987780:N11,8431,PONT DE NEUILLY-METRO,BIRAGUE,StopPoint:Node:704094476,100987780:N11,8431,Pont de Neuilly,Birague
20916,StopPoint:59:3687081,100987780:N11,26173,CHATEAU DE VINCENNES,BIRAGUE,StopPoint:Node:2459598676,100987780:N11,26173,Château de Vincennes,Birague
20917,StopPoint:59:3687082,100987780:N11,424219,PONT DE NEUILLY-METRO,SAINT-PAUL,StopPoint:Node:2393618848,100987780:N11,424219,Pont de Neuilly,Saint-Paul
20918,StopPoint:59:3687083,100987780:N11,26175,CHATEAU DE VINCENNES,SAINT-PAUL,StopPoint:Node:2880767499,100987780:N11,26175,Château de Vincennes,Saint-Paul
20919,StopPoint:59:3687084,100987780:N11,36948,PONT DE NEUILLY-METRO,RUE VIEILLE DU TEMPLE - MAIRIE DU 4E,StopPoint:Node:699193856,100987780:N11,36948,Pont de Neuilly,Rue Vieille du Temple - Mairie du 4ème
20920,StopPoint:59:3687088,100987780:N11,422537,CHATEAU DE VINCENNES,CHATELET,StopPoint:Node:2211556509,100987780:N11,422537,Château de Vincennes,Châtelet
20921,StopPoint:59:3687122,100987780:N11,37546,CHATEAU DE VINCENNES,RUE DE JOUY,StopPoint:Node:4866915421,100987780:N11,37546,Château de Vincennes,Rue de Jouy
20922,StopPoint:59:3687123,100987780:N11,28398,CHATEAU DE VINCENNES,BASTILLE,StopPoint:Node:1352490966,100987780:N11,28398,Château de Vincennes,Bastille
20923,StopPoint:59:3695558,100987780:N11,36947,PONT DE NEUILLY-METRO,HOTEL DE VILLE,StopPoint:Node:2073394402,100987780:N11,36947,Pont de Neuilly,Hôtel de Ville
20924,StopPoint:59:3740523,100987780:N11,27223,CHATEAU DE VINCENNES,LA BOETIE - CHAMPS-ELYSEES,StopPoint:Node:1579846441,100987780:N11,27223,Château de Vincennes,La Boétie - Champs-Élysées
20925,StopPoint:59:3747836,100987780:N11,28393,CHATEAU DE VINCENNES,LYON - LEDRU ROLLIN,StopPoint:Node:967125204,100987780:N11,28393,Château de Vincennes,Lyon - Ledru-Rollin
20926,StopPoint:59:3747868,100987780:N11,9111,PONT DE NEUILLY-METRO,BASTILLE,StopPoint:Node:967125213,100987780:N11,9111,Pont de Neuilly,Bastille
20927,StopPoint:59:3748066,100987780:N11,426148,CHATEAU DE VINCENNES,NATION - TRONE,StopPoint:Node:1304752202,100987780:N11,426148,Château de Vincennes,Nation - Trône
20928,StopPoint:59:3748083,100987780:N11,26543,PONT DE NEUILLY-METRO,MARSOULAN,StopPoint:Node:2014216839,100987780:N11,26543,Pont de Neuilly,Marsoulan
